Delivery_Person_Age,Delivery_Person_Rating,Weather,Traffic_Level,Vehicle_Type,Area_Type,Order_Type,Festival,Multiple_Deliveries,Distance_km,Delivery_Time_min
32.0,3.7,Rainy,Medium,Motorcycle,Urban,Snack,No,0.0,7.8,67.0
18.0,3.0,Windy,,Scooter,Rural,Dinner,No,1.0,6.4,63.0
22.0,4.6,Cloudy,Medium,Bicycle,Urban,Lunch,No,,2.8,43.0
35.0,3.4,Rainy,Jam,Motorcycle,Urban,Lunch,No,1.0,7.8,99.0
27.0,3.7,Windy,Low,Motorcycle,Urban,Dinner,Yes,1.0,2.1,80.0
29.0,4.8,Cloudy,,Bicycle,Urban,Breakfast,Yes,1.0,1.8,55.0
30.0,4.8,Rainy,Medium,Motorcycle,Urban,Lunch,,2.0,4.6,45.0
20.0,4.4,Cloudy,High,Scooter,Urban,Dinner,No,3.0,11.1,83.0
24.0,3.6,Sunny,Jam,Motorcycle,Suburban,Snack,No,,4.5,89.0
31.0,4.1,Sunny,High,Motorcycle,Urban,Dinner,No,4.0,0.8,49.0
23.0,3.0,Sunny,High,Motorcycle,Urban,Breakfast,No,2.0,4.5,62.0
23.0,4.5,Cloudy,High,Motorcycle,Suburban,Snack,No,0.0,5.0,67.0
27.0,4.5,Rainy,Medium,Bicycle,Urban,Dinner,No,1.0,1.9,61.0
39.0,4.6,Rainy,High,Car,Urban,Snack,No,1.0,3.8,69.0
18.0,5.0,Windy,Medium,Motorcycle,Urban,Dinner,Yes,1.0,3.1,81.0
30.0,4.7,Rainy,Medium,Motorcycle,Rural,Lunch,No,3.0,4.7,63.0
37.0,4.3,Sunny,Low,Scooter,Rural,Snack,No,2.0,5.9,56.0
28.0,3.3,,Jam,Bicycle,Urban,Dinner,Yes,1.0,3.1,98.0
31.0,4.9,Sunny,Medium,Motorcycle,Rural,Lunch,Yes,3.0,6.6,78.0
24.0,5.0,,High,Bicycle,Urban,Dinner,No,2.0,7.1,80.0
22.0,4.3,Cloudy,Low,Motorcycle,,Lunch,No,2.0,6.3,60.0
26.0,3.7,,Medium,Scooter,Urban,Lunch,No,3.0,6.3,80.0
34.0,4.1,Windy,Jam,Scooter,Suburban,Snack,No,1.0,10.7,104.0
29.0,4.1,Rainy,,,Urban,Dinner,No,1.0,6.7,66.0
45.0,3.5,Rainy,Medium,Motorcycle,Suburban,Lunch,,0.0,1.8,58.0
32.0,3.9,,Medium,Car,Urban,Lunch,No,2.0,9.1,66.0
20.0,4.0,Stormy,High,Scooter,Suburban,Lunch,No,0.0,2.5,80.0
,4.4,Rainy,Low,Motorcycle,Rural,Snack,No,1.0,11.6,56.0
29.0,3.1,Cloudy,High,Motorcycle,Urban,Dinner,No,0.0,6.8,87.0
24.0,4.4,Sunny,Medium,Motorcycle,,Lunch,Yes,0.0,15.7,88.0
32.0,3.7,Stormy,High,Scooter,Rural,,Yes,2.0,9.2,108.0
27.0,4.0,Rainy,Medium,Motorcycle,Suburban,Lunch,No,1.0,6.0,65.0
25.0,5.0,Sunny,High,Motorcycle,,Lunch,No,2.0,2.4,57.0
28.0,4.6,,High,Motorcycle,Urban,Dinner,Yes,4.0,10.0,93.0
36.0,4.5,Sunny,Medium,Motorcycle,Suburban,Snack,No,1.0,,70.0
27.0,4.6,Sunny,Medium,Motorcycle,Suburban,Dinner,No,0.0,4.3,50.0
30.0,4.3,Rainy,High,Car,Suburban,Snack,Yes,0.0,5.6,82.0
21.0,3.4,Sunny,Medium,Bike,Urban,Breakfast,No,2.0,3.6,67.0
24.0,4.8,Sunny,High,Bicycle,Urban,Breakfast,Yes,0.0,3.2,59.0
24.0,4.8,Cloudy,Medium,Scooter,Suburban,Dinner,Yes,2.0,7.4,92.0
31.0,3.6,Rainy,,Motorcycle,Suburban,Dinner,No,2.0,2.1,60.0
34.0,4.7,Rainy,High,Motorcycle,Rural,Dinner,No,0.0,4.5,90.0
22.0,4.3,Windy,High,Car,Urban,Snack,No,0.0,6.2,63.0
28.0,4.6,Sunny,Medium,Motorcycle,Rural,Snack,No,2.0,4.7,50.0
24.0,3.9,Sunny,High,Scooter,Urban,Dinner,Yes,0.0,1.4,66.0
25.0,4.1,Rainy,High,Motorcycle,Rural,Snack,Yes,0.0,8.8,94.0
23.0,4.7,Stormy,Medium,Motorcycle,Urban,Lunch,No,0.0,4.6,71.0
32.0,4.1,Sunny,Medium,Scooter,Suburban,Snack,No,0.0,5.7,51.0
24.0,3.8,Sunny,Low,,,Dinner,No,0.0,6.0,47.0
28.0,4.3,Stormy,High,Motorcycle,Rural,Snack,No,2.0,1.9,65.0
12.0,3.6,Cloudy,High,Scooter,Rural,Breakfast,,3.0,,83.0
25.0,4.0,Cloudy,Low,Motorcycle,Urban,Dinner,No,4.0,6.9,61.0
33.0,4.3,Rainy,,Car,Urban,Dinner,No,1.0,1.2,47.0
21.0,4.6,Sunny,Low,Bicycle,,Lunch,No,0.0,4.2,32.0
29.0,3.9,Stormy,Medium,,Suburban,Lunch,Yes,3.0,4.7,88.0
22.0,3.8,,Low,Motorcycle,Rural,Breakfast,Yes,1.0,6.7,52.0
32.0,5.0,Rainy,Medium,Scooter,,Dinner,No,1.0,6.1,64.0
29.0,3.5,Cloudy,High,Motorcycle,Rural,Dinner,No,4.0,4.8,90.0
31.0,4.2,Rainy,Low,,Rural,Dinner,No,4.0,3.1,83.0
22.0,4.3,Sunny,Low,Motorcycle,Urban,Lunch,No,2.0,3.0,57.0
26.0,4.4,Rainy,Jam,Motorcycle,Suburban,Snack,No,0.0,5.7,95.0
24.0,4.0,Cloudy,,Car,Suburban,Lunch,No,2.0,5.2,71.0
24.0,3.5,Stormy,High,Motorcycle,Urban,Snack,No,0.0,6.2,83.0
32.0,4.7,Rainy,Medium,,Suburban,Lunch,No,1.0,4.2,62.0
35.0,4.9,Rainy,High,Motorcycle,,Lunch,No,1.0,6.1,96.0
30.0,3.9,Sunny,Low,Bicycle,Suburban,Dinner,No,0.0,3.2,24.0
26.0,3.9,,High,Car,Suburban,Lunch,No,0.0,6.6,86.0
33.0,4.3,Rainy,High,Motorcycle,Suburban,Dinner,No,2.0,12.6,95.0
31.0,4.4,,High,Scooter,,Lunch,,0.0,1.3,43.0
20.0,4.2,Stormy,High,Car,Urban,Dinner,No,0.0,4.5,61.0
28.0,4.9,Sunny,High,Car,Urban,Lunch,No,0.0,2.5,58.0
32.0,3.6,Windy,High,Scooter,Urban,Lunch,No,3.0,4.5,76.0
32.0,4.2,Rainy,Medium,Car,Urban,Dinner,Yes,4.0,5.7,69.0
28.0,3.9,Cloudy,Medium,,Suburban,Snack,Yes,1.0,7.0,88.0
23.0,4.8,Sunny,High,Motorcycle,Suburban,Lunch,Yes,2.0,2.3,76.0
30.0,3.9,Stormy,High,,Suburban,Snack,No,1.0,,79.0
20.0,3.6,Sunny,Low,Scooter,Suburban,Dinner,Yes,2.0,4.6,59.0
30.0,4.2,Cloudy,High,Motorcycle,Rural,Snack,No,1.0,2.4,59.0
14.0,3.9,Cloudy,High,Motorcycle,Urban,Dinner,No,0.0,4.6,77.0
28.0,5.0,Rainy,Medium,Scooter,Rural,Dinner,No,1.0,9.4,92.0
39.0,5.0,Cloudy,Medium,Motorcycle,Urban,Dinner,No,3.0,4.5,68.0
25.0,4.3,,Medium,Motorcycle,Suburban,Dinner,Yes,2.0,2.2,64.0
27.0,4.8,Windy,High,Car,Suburban,Dinner,,1.0,8.3,78.0
25.0,3.6,Rainy,Low,Car,Suburban,Lunch,No,1.0,1.7,54.0
20.0,4.3,Sunny,Medium,Scooter,Rural,Dinner,No,1.0,1.8,61.0
32.0,4.5,Cloudy,High,Car,Urban,Snack,No,1.0,5.3,81.0
25.0,4.7,Stormy,Jam,Scooter,Urban,Dinner,No,,2.2,79.0
19.0,3.8,Rainy,Medium,Bicycle,Suburban,Lunch,No,1.0,11.5,84.0
24.0,4.2,Rainy,Low,Motorcycle,Suburban,Dinner,No,1.0,8.8,74.0
34.0,4.6,Cloudy,Medium,Car,Urban,Lunch,,6.0,8.8,78.0
36.0,4.2,Sunny,High,Car,Urban,Lunch,No,3.0,6.5,81.0
33.0,4.0,Stormy,High,Motorcycle,Rural,Lunch,No,1.0,8.3,89.0
14.0,3.7,Rainy,High,Motorcycle,Rural,Lunch,No,1.0,0.7,66.0
23.0,4.1,Sunny,Low,Motorcycle,Suburban,Dinner,No,1.0,2.2,55.0
36.0,5.0,Cloudy,Low,Scooter,Suburban,Lunch,Yes,0.0,4.2,47.0
34.0,3.9,Sunny,Medium,Motorcycle,Suburban,Lunch,No,2.0,16.6,95.0
32.0,4.2,Cloudy,Medium,Motorcycle,Urban,Dinner,Yes,3.0,0.6,54.0
28.0,4.2,Rainy,Low,,Rural,Lunch,Yes,0.0,3.9,94.0
28.0,4.4,Rainy,High,Car,,Lunch,No,0.0,1.4,60.0
36.0,3.4,,Low,Motorcycle,Urban,Dinner,No,1.0,10.7,74.0
26.0,5.0,Sunny,Low,Scooter,Urban,Lunch,No,2.0,1.8,51.0
27.0,3.9,Sunny,Medium,Bicycle,Urban,Snack,No,1.0,3.4,63.0
20.0,4.6,Sunny,Medium,Motorcycle,Urban,Dinner,Yes,2.0,3.6,68.0
25.0,3.8,Sunny,High,Car,Suburban,Breakfast,No,2.0,2.6,79.0
37.0,4.5,,High,Bike,,Dinner,No,0.0,10.6,87.0
18.0,4.2,,Medium,Motorcycle,Urban,Lunch,Yes,1.0,4.9,72.0
20.0,4.5,Sunny,Medium,,Urban,Breakfast,No,0.0,8.2,64.0
29.0,4.2,Sunny,High,Motorcycle,Urban,Lunch,Yes,1.0,4.9,79.0
28.0,4.0,,High,Motorcycle,Suburban,Dinner,No,2.0,14.3,103.0
30.0,4.9,Windy,High,Scooter,Urban,Breakfast,No,1.0,5.3,84.0
17.0,4.7,Sunny,High,Motorcycle,Urban,Lunch,No,0.0,0.3,54.0
31.0,3.6,Cloudy,Jam,Scooter,Urban,Dinner,No,0.0,5.8,84.0
35.0,3.6,Stormy,High,Scooter,Urban,Lunch,No,2.0,6.0,84.0
29.0,4.1,,Jam,Scooter,Urban,Dinner,No,2.0,14.4,92.0
32.0,3.8,Sunny,Medium,Motorcycle,Urban,Snack,No,2.0,8.0,59.0
31.0,3.7,Windy,High,Car,Urban,Lunch,No,0.0,3.0,59.0
18.0,4.4,Sunny,Low,,Rural,Lunch,No,1.0,2.0,37.0
32.0,4.3,Sunny,Low,Scooter,Urban,Snack,No,3.0,1.7,47.0
28.0,4.2,,Low,Motorcycle,Urban,Snack,No,0.0,3.3,60.0
32.0,5.0,Cloudy,High,Car,Urban,Dinner,No,2.0,2.0,72.0
25.0,4.0,Stormy,Low,Motorcycle,Urban,Lunch,No,1.0,13.8,94.0
33.0,4.5,Rainy,High,Motorcycle,Suburban,,Yes,2.0,1.3,85.0
26.0,4.0,Rainy,Medium,Scooter,Urban,Snack,No,1.0,6.5,78.0
28.0,4.2,Cloudy,High,Motorcycle,Urban,Lunch,No,2.0,8.6,81.0
31.0,4.3,Windy,High,Car,Suburban,Lunch,No,3.0,8.7,84.0
36.0,4.2,Cloudy,High,Scooter,Rural,,No,0.0,1.1,51.0
27.0,4.6,Cloudy,High,Bicycle,Rural,Dinner,No,1.0,7.2,81.0
32.0,3.4,Sunny,High,Motorcycle,Urban,Dinner,Yes,1.0,7.3,73.0
33.0,4.4,Rainy,Medium,,Suburban,Lunch,No,1.0,7.6,87.0
33.0,4.1,Cloudy,High,Scooter,Rural,Snack,No,2.0,4.5,59.0
32.0,4.4,Rainy,High,Motorcycle,Suburban,Breakfast,,1.0,6.0,77.0
23.0,4.6,,Low,Motorcycle,Suburban,Lunch,No,0.0,7.5,68.0
18.0,4.2,Cloudy,Low,Motorcycle,Suburban,Snack,No,1.0,2.6,40.0
27.0,3.5,Stormy,Low,Motorcycle,Urban,Lunch,No,1.0,18.5,111.0
37.0,4.2,Sunny,High,Motorcycle,Suburban,Dinner,Yes,4.0,11.2,102.0
30.0,4.9,Rainy,High,Motorcycle,Urban,Dinner,Yes,2.0,7.2,96.0
48.0,4.0,Windy,Medium,Bicycle,Urban,Lunch,No,0.0,11.4,95.0
31.0,4.1,Rainy,High,Motorcycle,Rural,Dinner,No,2.0,6.4,77.0
25.0,4.9,Rainy,Medium,Motorcycle,Urban,Snack,No,1.0,9.4,82.0
25.0,4.7,Sunny,Low,Motorcycle,Urban,Lunch,No,0.0,9.9,57.0
37.0,3.9,,High,Motorcycle,Urban,Breakfast,Yes,1.0,4.8,90.0
32.0,4.4,Sunny,High,Scooter,Urban,Lunch,No,0.0,4.6,57.0
30.0,3.6,Cloudy,Low,Scooter,Urban,Snack,No,2.0,3.9,40.0
33.0,3.6,Rainy,Medium,Scooter,Urban,,No,1.0,10.1,88.0
29.0,4.4,Sunny,High,Car,Urban,Breakfast,Yes,0.0,7.1,83.0
18.0,3.8,Rainy,Medium,Motorcycle,Urban,Dinner,No,2.0,8.2,78.0
35.0,4.4,Rainy,Jam,Motorcycle,Urban,Snack,Yes,1.0,7.8,116.0
28.0,4.2,Stormy,Low,,Rural,Dinner,Yes,0.0,2.7,64.0
29.0,4.2,Rainy,High,Bicycle,Urban,Dinner,Yes,0.0,10.4,114.0
34.0,4.1,Rainy,Medium,Car,Suburban,Dinner,No,2.0,2.0,70.0
27.0,4.2,Rainy,High,Motorcycle,Urban,Breakfast,Yes,2.0,7.0,97.0
35.0,4.7,,High,Scooter,Urban,Dinner,Yes,1.0,6.9,93.0
37.0,4.7,Rainy,Low,Motorcycle,Rural,Dinner,No,2.0,12.5,68.0
36.0,3.8,Cloudy,High,Scooter,Suburban,Lunch,Yes,1.0,5.4,108.0
26.0,3.7,Sunny,Low,Scooter,Suburban,Breakfast,No,3.0,5.0,56.0
34.0,4.0,Sunny,High,Motorcycle,Urban,Breakfast,No,2.0,10.6,81.0
30.0,4.3,Stormy,Medium,Scooter,Suburban,Breakfast,Yes,1.0,2.4,78.0
36.0,4.1,Cloudy,High,Scooter,Rural,Lunch,No,0.0,9.4,95.0
26.0,3.9,Windy,High,Motorcycle,Urban,Snack,Yes,3.0,6.0,111.0
29.0,4.4,Cloudy,Medium,Motorcycle,Suburban,Breakfast,No,0.0,3.1,41.0
24.0,3.8,Sunny,High,Motorcycle,Urban,Lunch,No,3.0,5.4,84.0
30.0,4.3,Sunny,High,Car,Suburban,Lunch,No,0.0,7.0,63.0
27.0,4.2,Stormy,Jam,Scooter,Urban,Dinner,No,1.0,2.7,84.0
36.0,4.6,Rainy,High,Car,Urban,Dinner,No,2.0,1.6,62.0
24.0,3.8,Sunny,Medium,Motorcycle,,Lunch,Yes,1.0,5.5,98.0
19.0,4.2,Rainy,High,Bicycle,Urban,Dinner,,2.0,14.8,110.0
23.0,3.8,Rainy,Medium,Car,Rural,Lunch,Yes,0.0,3.3,85.0
29.0,4.1,Windy,Medium,Motorcycle,Suburban,Dinner,No,0.0,1.7,71.0
27.0,4.2,Cloudy,Medium,Motorcycle,Suburban,Dinner,No,0.0,11.0,76.0
